lr_er,lr_er_desc,handNumber,handResult,handsWonRunningTotal,avgHandsWonRunningTotal
0.5_0.3,"lr: 0.5, er: 0.3",540000,0,211128,0.39097777777777776
0.5_0.3,"lr: 0.5, er: 0.3",550000,0,215220,0.3913090909090909
0.5_0.3,"lr: 0.5, er: 0.3",560000,0,219197,0.3914232142857143
0.5_0.3,"lr: 0.5, er: 0.3",570000,0,223248,0.3916631578947368
0.5_0.3,"lr: 0.5, er: 0.3",580000,1,227241,0.3917948275862069
0.5_0.3,"lr: 0.5, er: 0.3",590000,0,231195,0.3918559322033898
0.5_0.3,"lr: 0.5, er: 0.3",600000,0,235245,0.392075
0.5_0.3,"lr: 0.5, er: 0.3",610000,0,239287,0.3922737704918033
0.5_0.3,"lr: 0.5, er: 0.3",620000,0,243373,0.3925370967741936
0.5_0.3,"lr: 0.5, er: 0.3",630000,0,247478,0.39282222222222224
0.5_0.3,"lr: 0.5, er: 0.3",640000,0,251523,0.3930046875
0.5_0.3,"lr: 0.5, er: 0.3",650000,0,255523,0.3931123076923077
0.5_0.3,"lr: 0.5, er: 0.3",660000,1,259572,0.3932909090909091
0.5_0.3,"lr: 0.5, er: 0.3",670000,1,263671,0.39353880597014923
0.5_0.3,"lr: 0.5, er: 0.3",680000,0,267668,0.3936294117647059
0.5_0.3,"lr: 0.5, er: 0.3",690000,1,271761,0.39385652173913044
0.5_0.3,"lr: 0.5, er: 0.3",700000,0,275954,0.39422
0.5_0.3,"lr: 0.5, er: 0.3",710000,0,280132,0.39455211267605633
0.5_0.3,"lr: 0.5, er: 0.3",720000,0,284200,0.3947222222222222
0.5_0.3,"lr: 0.5, er: 0.3",730000,1,288256,0.39487123287671233
0.5_0.3,"lr: 0.5, er: 0.3",740000,0,292252,0.3949351351351351
0.5_0.3,"lr: 0.5, er: 0.3",750000,1,296413,0.3952173333333333
0.5_0.3,"lr: 0.5, er: 0.3",760000,1,300549,0.3954592105263158
0.5_0.3,"lr: 0.5, er: 0.3",770000,0,304706,0.3957220779220779
0.5_0.3,"lr: 0.5, er: 0.3",780000,1,308829,0.3959346153846154
0.5_0.3,"lr: 0.5, er: 0.3",790000,0,312950,0.3961392405063291
0.5_0.3,"lr: 0.5, er: 0.3",800000,0,317083,0.39635375
0.5_0.3,"lr: 0.5, er: 0.3",810000,1,321207,0.3965518518518519
0.5_0.3,"lr: 0.5, er: 0.3",820000,0,325322,0.3967341463414634
0.5_0.3,"lr: 0.5, er: 0.3",830000,1,329448,0.3969253012048193
0.5_0.3,"lr: 0.5, er: 0.3",840000,0,333608,0.397152380952381
0.5_0.3,"lr: 0.5, er: 0.3",850000,1,337726,0.39732470588235297
0.5_0.3,"lr: 0.5, er: 0.3",860000,1,341917,0.39757790697674417
0.5_0.3,"lr: 0.5, er: 0.3",870000,0,346090,0.3978045977011494
0.5_0.3,"lr: 0.5, er: 0.3",880000,1,350224,0.39798181818181816
0.5_0.3,"lr: 0.5, er: 0.3",890000,0,354366,0.39816404494382024
0.5_0.3,"lr: 0.5, er: 0.3",900000,0,358454,0.3982822222222222
0.5_0.3,"lr: 0.5, er: 0.3",910000,0,362677,0.39854615384615383
0.5_0.3,"lr: 0.5, er: 0.3",920000,0,366799,0.39869456521739133
0.5_0.3,"lr: 0.5, er: 0.3",930000,1,370960,0.3988817204301075
0.5_0.3,"lr: 0.5, er: 0.3",940000,0,375067,0.39900744680851064
0.5_0.3,"lr: 0.5, er: 0.3",950000,0,379295,0.3992578947368421
0.5_0.3,"lr: 0.5, er: 0.3",960000,0,383543,0.3995239583333333
0.5_0.3,"lr: 0.5, er: 0.3",970000,1,387791,0.3997845360824742
0.5_0.3,"lr: 0.5, er: 0.3",980000,1,392032,0.4000326530612245
0.5_0.3,"lr: 0.5, er: 0.3",990000,1,396263,0.40026565656565655
0.5_0.3,"lr: 0.5, er: 0.3",1000000,0,400528,0.400528
0.5_0.3,"lr: 0.5, er: 0.3",1010000,1,404732,0.4007247524752475
0.5_0.3,"lr: 0.5, er: 0.3",1012360,0,405783,0.4008287565688095
0.5_0.5,"lr: 0.5, er: 0.5",10000,1,3537,0.3537
0.5_0.5,"lr: 0.5, er: 0.5",20000,1,7115,0.35575
0.5_0.5,"lr: 0.5, er: 0.5",30000,0,10822,0.36073333333333335
0.5_0.5,"lr: 0.5, er: 0.5",40000,0,14491,0.362275
0.5_0.5,"lr: 0.5, er: 0.5",50000,0,18148,0.36296
0.5_0.5,"lr: 0.5, er: 0.5",60000,0,21830,0.36383333333333334
0.5_0.5,"lr: 0.5, er: 0.5",70000,0,25495,0.3642142857142857
0.5_0.5,"lr: 0.5, er: 0.5",80000,0,29201,0.3650125
0.5_0.5,"lr: 0.5, er: 0.5",90000,0,32920,0.36577777777777776
0.5_0.5,"lr: 0.5, er: 0.5",100000,1,36594,0.36594
0.5_0.5,"lr: 0.5, er: 0.5",110000,0,40256,0.3659636363636364
0.5_0.5,"lr: 0.5, er: 0.5",120000,0,43974,0.36645
0.5_0.5,"lr: 0.5, er: 0.5",130000,1,47717,0.3670538461538462
0.5_0.5,"lr: 0.5, er: 0.5",140000,1,51439,0.36742142857142857
0.5_0.5,"lr: 0.5, er: 0.5",150000,0,55176,0.36784
0.5_0.5,"lr: 0.5, er: 0.5",160000,1,58954,0.3684625
0.5_0.5,"lr: 0.5, er: 0.5",170000,0,62661,0.36859411764705885
0.5_0.5,"lr: 0.5, er: 0.5",180000,1,66446,0.36914444444444444
0.5_0.5,"lr: 0.5, er: 0.5",190000,0,70158,0.3692526315789474
0.5_0.5,"lr: 0.5, er: 0.5",200000,0,73734,0.36867
0.5_0.5,"lr: 0.5, er: 0.5",210000,0,77440,0.36876190476190474
0.5_0.5,"lr: 0.5, er: 0.5",220000,0,81187,0.3690318181818182
0.5_0.5,"lr: 0.5, er: 0.5",230000,1,84898,0.3691217391304348
0.5_0.5,"lr: 0.5, er: 0.5",240000,0,88660,0.36941666666666667
0.5_0.5,"lr: 0.5, er: 0.5",250000,0,92369,0.369476
0.5_0.5,"lr: 0.5, er: 0.5",260000,0,96079,0.3695346153846154
0.5_0.5,"lr: 0.5, er: 0.5",270000,0,99852,0.3698222222222222
0.5_0.5,"lr: 0.5, er: 0.5",280000,0,103594,0.36997857142857143
0.5_0.5,"lr: 0.5, er: 0.5",290000,1,107370,0.37024137931034484
0.5_0.5,"lr: 0.5, er: 0.5",300000,1,111165,0.37055
0.5_0.5,"lr: 0.5, er: 0.5",310000,1,114985,0.3709193548387097
0.5_0.5,"lr: 0.5, er: 0.5",320000,1,118874,0.37148125
0.5_0.5,"lr: 0.5, er: 0.5",330000,1,122689,0.3717848484848485
0.5_0.5,"lr: 0.5, er: 0.5",340000,0,126504,0.3720705882352941
0.5_0.5,"lr: 0.5, er: 0.5",350000,0,130324,0.3723542857142857
0.5_0.5,"lr: 0.5, er: 0.5",360000,0,134225,0.3728472222222222
0.5_0.5,"lr: 0.5, er: 0.5",370000,0,137964,0.3728756756756757
0.5_0.5,"lr: 0.5, er: 0.5",380000,0,141733,0.37298157894736844
0.5_0.5,"lr: 0.5, er: 0.5",390000,0,145553,0.3732128205128205
0.5_0.5,"lr: 0.5, er: 0.5",400000,0,149394,0.373485
0.5_0.5,"lr: 0.5, er: 0.5",410000,1,153178,0.3736048780487805
0.5_0.5,"lr: 0.5, er: 0.5",420000,1,157007,0.3738261904761905
0.5_0.5,"lr: 0.5, er: 0.5",430000,0,160858,0.37408837209302326
0.5_0.5,"lr: 0.5, er: 0.5",440000,0,164838,0.3746318181818182
0.5_0.5,"lr: 0.5, er: 0.5",450000,0,168672,0.37482666666666664
0.5_0.5,"lr: 0.5, er: 0.5",460000,0,172489,0.37497608695652174
0.5_0.5,"lr: 0.5, er: 0.5",470000,1,176397,0.3753127659574468
0.5_0.5,"lr: 0.5, er: 0.5",480000,1,180287,0.37559791666666664
0.5_0.5,"lr: 0.5, er: 0.5",490000,1,184139,0.3757938775510204
0.5_0.5,"lr: 0.5, er: 0.5",500000,0,187932,0.375864
0.5_0.5,"lr: 0.5, er: 0.5",510000,1,191740,0.3759607843137255
0.5_0.5,"lr: 0.5, er: 0.5",520000,1,195579,0.37611346153846154
0.5_0.5,"lr: 0.5, er: 0.5",530000,0,199398,0.37622264150943396
0.5_0.5,"lr: 0.5, er: 0.5",540000,1,203280,0.37644444444444447
0.5_0.5,"lr: 0.5, er: 0.5",550000,0,207162,0.37665818181818184
0.5_0.5,"lr: 0.5, er: 0.5",560000,0,211107,0.3769767857142857
0.5_0.5,"lr: 0.5, er: 0.5",570000,1,215074,0.37732280701754384
0.5_0.5,"lr: 0.5, er: 0.5",580000,0,218878,0.3773758620689655
0.5_0.5,"lr: 0.5, er: 0.5",590000,1,222840,0.37769491525423726
0.5_0.5,"lr: 0.5, er: 0.5",600000,0,226776,0.37796
0.5_0.5,"lr: 0.5, er: 0.5",610000,0,230650,0.37811475409836065
0.5_0.5,"lr: 0.5, er: 0.5",620000,1,234653,0.3784725806451613
0.5_0.5,"lr: 0.5, er: 0.5",630000,0,238596,0.3787238095238095
0.5_0.5,"lr: 0.5, er: 0.5",640000,0,242461,0.3788453125
0.5_0.5,"lr: 0.5, er: 0.5",650000,0,246531,0.37927846153846156
0.5_0.5,"lr: 0.5, er: 0.5",660000,1,250450,0.37946969696969696
0.5_0.5,"lr: 0.5, er: 0.5",670000,0,254411,0.3797179104477612
0.5_0.5,"lr: 0.5, er: 0.5",680000,1,258408,0.3800117647058823
0.5_0.5,"lr: 0.5, er: 0.5",690000,0,262412,0.38030724637681157
0.5_0.5,"lr: 0.5, er: 0.5",700000,1,266353,0.38050428571428574
0.5_0.5,"lr: 0.5, er: 0.5",710000,1,270454,0.3809211267605634
0.5_0.5,"lr: 0.5, er: 0.5",720000,1,274528,0.3812888888888889
0.5_0.5,"lr: 0.5, er: 0.5",730000,0,278580,0.3816164383561644
0.5_0.5,"lr: 0.5, er: 0.5",740000,0,282657,0.38196891891891893
0.5_0.5,"lr: 0.5, er: 0.5",750000,1,286703,0.38227066666666665
0.5_0.5,"lr: 0.5, er: 0.5",760000,1,290730,0.38253947368421054
0.5_0.5,"lr: 0.5, er: 0.5",770000,0,294725,0.38275974025974024
0.5_0.5,"lr: 0.5, er: 0.5",780000,0,298808,0.38308717948717946
0.5_0.5,"lr: 0.5, er: 0.5",790000,0,302889,0.38340379746835446
0.5_0.5,"lr: 0.5, er: 0.5",800000,1,307097,0.38387125
0.5_0.5,"lr: 0.5, er: 0.5",810000,1,311149,0.38413456790123457
0.5_0.5,"lr: 0.5, er: 0.5",820000,0,315282,0.384490243902439
0.5_0.5,"lr: 0.5, er: 0.5",830000,0,319434,0.3848602409638554
0.5_0.5,"lr: 0.5, er: 0.5",840000,0,323485,0.38510119047619046
0.5_0.5,"lr: 0.5, er: 0.5",850000,0,327662,0.38548470588235295
0.5_0.5,"lr: 0.5, er: 0.5",860000,1,331814,0.38583023255813953
0.5_0.5,"lr: 0.5, er: 0.5",870000,0,335911,0.3861045977011494
0.5_0.5,"lr: 0.5, er: 0.5",880000,1,339992,0.38635454545454545
0.5_0.5,"lr: 0.5, er: 0.5",890000,0,344059,0.38658314606741573
0.5_0.5,"lr: 0.5, er: 0.5",900000,1,348093,0.38677
0.5_0.5,"lr: 0.5, er: 0.5",910000,1,352319,0.3871637362637363
0.5_0.5,"lr: 0.5, er: 0.5",920000,1,356407,0.3873989130434783
0.5_0.5,"lr: 0.5, er: 0.5",930000,0,360557,0.38769569892473116
0.5_0.5,"lr: 0.5, er: 0.5",940000,0,364717,0.3879968085106383
0.5_0.5,"lr: 0.5, er: 0.5",950000,0,368852,0.3882652631578947
0.5_0.5,"lr: 0.5, er: 0.5",960000,1,373059,0.388603125
0.5_0.5,"lr: 0.5, er: 0.5",970000,1,377178,0.38884329896907216
0.5_0.5,"lr: 0.5, er: 0.5",980000,0,381468,0.38925306122448977
0.5_0.5,"lr: 0.5, er: 0.5",990000,1,385676,0.3895717171717172
0.5_0.5,"lr: 0.5, er: 0.5",1000000,0,389863,0.389863
0.5_0.5,"lr: 0.5, er: 0.5",1010000,1,394049,0.39014752475247527
0.5_0.5,"lr: 0.5, er: 0.5",1014510,1,395963,0.3902997506185252
0.5_1,"lr: 0.5, er: 1",10000,0,3259,0.3259
0.5_1,"lr: 0.5, er: 1",20000,0,6448,0.3224
0.5_1,"lr: 0.5, er: 1",30000,1,9733,0.32443333333333335
0.5_1,"lr: 0.5, er: 1",40000,0,12980,0.3245
0.5_1,"lr: 0.5, er: 1",50000,0,16217,0.32434
0.5_1,"lr: 0.5, er: 1",60000,0,19389,0.32315
0.5_1,"lr: 0.5, er: 1",70000,1,22632,0.3233142857142857
0.5_1,"lr: 0.5, er: 1",80000,1,25825,0.3228125
0.5_1,"lr: 0.5, er: 1",90000,0,29052,0.3228
0.5_1,"lr: 0.5, er: 1",100000,1,32380,0.3238
0.5_1,"lr: 0.5, er: 1",110000,1,35707,0.3246090909090909
0.5_1,"lr: 0.5, er: 1",120000,0,39037,0.3253083333333333
0.5_1,"lr: 0.5, er: 1",130000,1,42309,0.32545384615384615
0.5_1,"lr: 0.5, er: 1",140000,0,45588,0.32562857142857143
0.5_1,"lr: 0.5, er: 1",150000,0,48898,0.32598666666666665
0.5_1,"lr: 0.5, er: 1",160000,0,52280,0.32675
0.5_1,"lr: 0.5, er: 1",170000,0,55612,0.3271294117647059
0.5_1,"lr: 0.5, er: 1",180000,0,58897,0.3272055555555556
0.5_1,"lr: 0.5, er: 1",190000,0,62310,0.32794736842105265
0.5_1,"lr: 0.5, er: 1",200000,0,65668,0.32834
0.5_1,"lr: 0.5, er: 1",210000,1,69073,0.3289190476190476
0.5_1,"lr: 0.5, er: 1",220000,0,72384,0.3290181818181818
0.5_1,"lr: 0.5, er: 1",230000,1,75790,0.3295217391304348
0.5_1,"lr: 0.5, er: 1",240000,0,79177,0.32990416666666667
0.5_1,"lr: 0.5, er: 1",250000,1,82490,0.32996
0.5_1,"lr: 0.5, er: 1",260000,1,85906,0.3304076923076923
0.5_1,"lr: 0.5, er: 1",270000,1,89401,0.3311148148148148
0.5_1,"lr: 0.5, er: 1",280000,0,92786,0.3313785714285714
0.5_1,"lr: 0.5, er: 1",290000,1,96360,0.33227586206896553
0.5_1,"lr: 0.5, er: 1",300000,0,99795,0.33265
0.5_1,"lr: 0.5, er: 1",310000,1,103163,0.3327838709677419
0.5_1,"lr: 0.5, er: 1",320000,0,106527,0.332896875
0.5_1,"lr: 0.5, er: 1",330000,1,110039,0.33345151515151517
0.5_1,"lr: 0.5, er: 1",340000,0,113577,0.33405
0.5_1,"lr: 0.5, er: 1",350000,1,117109,0.33459714285714287
0.5_1,"lr: 0.5, er: 1",360000,1,120530,0.3348055555555556
0.5_1,"lr: 0.5, er: 1",370000,1,123997,0.335127027027027
0.5_1,"lr: 0.5, er: 1",380000,0,127480,0.3354736842105263
0.5_1,"lr: 0.5, er: 1",390000,0,131026,0.3359641025641026
0.5_1,"lr: 0.5, er: 1",400000,0,134454,0.336135
0.5_1,"lr: 0.5, er: 1",410000,1,137987,0.33655365853658537
0.5_1,"lr: 0.5, er: 1",420000,0,141596,0.33713333333333334
0.5_1,"lr: 0.5, er: 1",430000,0,145170,0.3376046511627907
0.5_1,"lr: 0.5, er: 1",440000,0,148737,0.33803863636363635
0.5_1,"lr: 0.5, er: 1",450000,0,152236,0.3383022222222222
0.5_1,"lr: 0.5, er: 1",460000,0,155730,0.33854347826086956
0.5_1,"lr: 0.5, er: 1",470000,1,159223,0.3387723404255319
0.5_1,"lr: 0.5, er: 1",480000,0,162816,0.3392
0.5_1,"lr: 0.5, er: 1",490000,0,166438,0.339669387755102
0.5_1,"lr: 0.5, er: 1",500000,1,169970,0.33994
0.5_1,"lr: 0.5, er: 1",510000,1,173567,0.34032745098039213
0.5_1,"lr: 0.5, er: 1",520000,0,177185,0.34074038461538464
0.5_1,"lr: 0.5, er: 1",530000,0,180740,0.3410188679245283
0.5_1,"lr: 0.5, er: 1",540000,0,184364,0.34141481481481484
0.5_1,"lr: 0.5, er: 1",550000,0,187998,0.3418145454545455
0.5_1,"lr: 0.5, er: 1",560000,1,191657,0.34224464285714284
0.5_1,"lr: 0.5, er: 1",570000,0,195263,0.3425666666666667
0.5_1,"lr: 0.5, er: 1",580000,1,198855,0.34285344827586206
0.5_1,"lr: 0.5, er: 1",590000,0,202586,0.34336610169491527
0.5_1,"lr: 0.5, er: 1",600000,1,206293,0.3438216666666667
0.5_1,"lr: 0.5, er: 1",610000,0,209975,0.34422131147540985
0.5_1,"lr: 0.5, er: 1",620000,1,213738,0.3447387096774194
0.5_1,"lr: 0.5, er: 1",630000,0,217542,0.3453047619047619
0.5_1,"lr: 0.5, er: 1",640000,0,221308,0.34579375
0.5_1,"lr: 0.5, er: 1",650000,0,225053,0.3462353846153846
0.5_1,"lr: 0.5, er: 1",660000,1,228826,0.34670606060606063
0.5_1,"lr: 0.5, er: 1",670000,0,232602,0.3471671641791045
0.5_1,"lr: 0.5, er: 1",680000,1,236253,0.3474308823529412
0.5_1,"lr: 0.5, er: 1",690000,1,240108,0.3479826086956522
0.5_1,"lr: 0.5, er: 1",700000,0,243836,0.34833714285714285
0.5_1,"lr: 0.5, er: 1",710000,0,247680,0.3488450704225352
0.5_1,"lr: 0.5, er: 1",720000,0,251572,0.3494055555555556
0.5_1,"lr: 0.5, er: 1",730000,0,255458,0.34994246575342464
0.5_1,"lr: 0.5, er: 1",740000,0,259318,0.35042972972972974
0.5_1,"lr: 0.5, er: 1",750000,0,263200,0.3509333333333333
0.5_1,"lr: 0.5, er: 1",760000,0,266991,0.3513039473684211
0.5_1,"lr: 0.5, er: 1",770000,0,270875,0.3517857142857143
0.5_1,"lr: 0.5, er: 1",780000,0,274840,0.35235897435897434
0.5_1,"lr: 0.5, er: 1",790000,0,278704,0.3527898734177215
0.5_1,"lr: 0.5, er: 1",800000,0,282591,0.35323875
0.5_1,"lr: 0.5, er: 1",810000,0,286465,0.35366049382716047
0.5_1,"lr: 0.5, er: 1",820000,0,290348,0.3540829268292683
0.5_1,"lr: 0.5, er: 1",830000,1,294343,0.3546301204819277
0.5_1,"lr: 0.5, er: 1",840000,0,298241,0.3550488095238095
0.5_1,"lr: 0.5, er: 1",850000,0,302273,0.3556152941176471
0.5_1,"lr: 0.5, er: 1",860000,1,306209,0.35605697674418607
0.5_1,"lr: 0.5, er: 1",870000,1,310272,0.3566344827586207
0.5_1,"lr: 0.5, er: 1",880000,1,314319,0.3571806818181818
0.5_1,"lr: 0.5, er: 1",890000,0,318315,0.3576573033707865
0.5_1,"lr: 0.5, er: 1",900000,0,322386,0.3582066666666667
0.5_1,"lr: 0.5, er: 1",910000,0,326403,0.3586846153846154
0.5_1,"lr: 0.5, er: 1",920000,0,330446,0.3591804347826087
0.5_1,"lr: 0.5, er: 1",930000,1,334458,0.35963225806451615
0.5_1,"lr: 0.5, er: 1",940000,0,338596,0.3602085106382979
0.5_1,"lr: 0.5, er: 1",950000,0,342631,0.3606642105263158
0.5_1,"lr: 0.5, er: 1",960000,1,346779,0.361228125
0.5_1,"lr: 0.5, er: 1",970000,1,350794,0.36164329896907216
0.5_1,"lr: 0.5, er: 1",980000,1,354947,0.3621908163265306
0.5_1,"lr: 0.5, er: 1",990000,0,359108,0.3627353535353535
0.5_1,"lr: 0.5, er: 1",1000000,1,363227,0.363227
0.5_1,"lr: 0.5, er: 1",1010000,1,367383,0.36374554455445546
0.5_1,"lr: 0.5, er: 1",1018514,0,370921,0.36417859744686865
random,random,10000,0,3075,0.3075
random,random,20000,1,6295,0.31475
random,random,30000,1,9415,0.31383333333333335
random,random,40000,0,12623,0.315575
random,random,50000,0,15774,0.31548
random,random,60000,1,18879,0.31465
random,random,70000,1,22070,0.3152857142857143
random,random,80000,1,25216,0.3152
random,random,90000,1,28397,0.3155222222222222
random,random,100000,0,31552,0.31552
random,random,110000,1,34733,0.31575454545454545
random,random,120000,1,38034,0.31695
random,random,130000,0,41190,0.31684615384615383
random,random,140000,1,44310,0.3165
random,random,150000,1,47451,0.31634
random,random,160000,1,50584,0.31615
random,random,170000,0,53749,0.3161705882352941
random,random,180000,1,56887,0.31603888888888887
random,random,190000,0,60074,0.31617894736842106
random,random,200000,1,63268,0.31634
random,random,210000,0,66510,0.3167142857142857
random,random,220000,0,69635,0.3165227272727273
random,random,230000,0,72767,0.3163782608695652
random,random,240000,0,75899,0.31624583333333334
random,random,250000,0,79000,0.316
random,random,260000,0,82102,0.31577692307692307
random,random,270000,0,85296,0.3159111111111111
random,random,280000,0,88401,0.31571785714285716
random,random,290000,1,91456,0.3153655172413793
random,random,300000,1,94671,0.31557
random,random,310000,0,97912,0.3158451612903226
random,random,320000,0,101144,0.316075
random,random,330000,1,104304,0.3160727272727273
random,random,340000,0,107461,0.3160617647058824
random,random,350000,0,110545,0.31584285714285715
random,random,360000,0,113668,0.31574444444444444
random,random,370000,1,116821,0.31573243243243243
random,random,380000,0,119990,0.31576315789473686
random,random,390000,1,123192,0.31587692307692306
random,random,400000,1,126334,0.315835
random,random,410000,0,129503,0.3158609756097561
random,random,420000,0,132744,0.31605714285714287
random,random,430000,0,135905,0.3160581395348837
random,random,440000,1,139017,0.3159477272727273
random,random,450000,0,142124,0.3158311111111111
random,random,460000,0,145283,0.31583260869565216
random,random,470000,0,148498,0.3159531914893617
random,random,480000,0,151664,0.3159666666666667
random,random,490000,0,154797,0.31591224489795916
random,random,500000,1,157975,0.31595
random,random,510000,0,161153,0.31598627450980393
random,random,520000,0,164304,0.3159692307692308
random,random,530000,1,167471,0.3159830188679245
random,random,540000,0,170648,0.3160148148148148
random,random,550000,0,173817,0.3160309090909091
random,random,560000,0,176975,0.3160267857142857
random,random,570000,0,180209,0.3161561403508772
random,random,580000,1,183423,0.31624655172413796
random,random,590000,0,186535,0.31616101694915255
random,random,600000,0,189682,0.3161366666666667
random,random,610000,0,192862,0.3161672131147541
random,random,620000,0,195966,0.3160741935483871
random,random,630000,1,199095,0.31602380952380954
random,random,640000,0,202307,0.3161046875
random,random,650000,0,205492,0.3161415384615385
random,random,660000,0,208651,0.3161378787878788
random,random,670000,0,211794,0.316110447761194
random,random,680000,0,214981,0.3161485294117647
random,random,690000,0,218141,0.3161463768115942
random,random,700000,0,221214,0.31602
random,random,710000,0,224336,0.3159661971830986
random,random,720000,0,227627,0.3161486111111111
random,random,730000,1,230790,0.31615068493150683
random,random,740000,0,233946,0.3161432432432432
random,random,750000,1,237098,0.31613066666666667
random,random,760000,0,240253,0.3161223684210526
random,random,770000,0,243366,0.31605974025974026
random,random,780000,0,246541,0.3160782051282051
random,random,790000,0,249734,0.31611898734177213
random,random,800000,0,252965,0.31620625
random,random,810000,0,256099,0.3161716049382716
random,random,820000,0,259194,0.316090243902439
random,random,830000,1,262382,0.31612289156626505
random,random,840000,1,265587,0.316175
random,random,850000,0,268692,0.31610823529411763
random,random,860000,0,271836,0.31608837209302326
random,random,870000,0,275054,0.31615402298850576
random,random,880000,1,278202,0.31613863636363637
random,random,890000,1,281382,0.31615955056179773
random,random,900000,0,284571,0.31619
random,random,910000,0,287683,0.31613516483516485
random,random,920000,0,290831,0.31612065217391305
random,random,930000,0,293981,0.31610860215053765
random,random,940000,0,297198,0.316168085106383
random,random,950000,0,300312,0.3161178947368421
random,random,960000,0,303495,0.316140625
random,random,970000,0,306702,0.3161876288659794
random,random,980000,1,309826,0.31614897959183674
random,random,990000,0,312944,0.3161050505050505
random,random,1000000,1,316083,0.316083
random,random,1010000,0,319293,0.31613168316831686
random,random,1020000,0,322481,0.3161578431372549
random,random,1023713,0,323689,0.3161911590455528
